Unnamed: 0,material_code,material_category,unit_cost,lead_time_days,reorder_level,supplier_on_time_rate,as_of_date,quantity_on_hand,forecast_demand_next_30_days,actual_demand_next_30_days,stockout_within_lead_time,notes
22302,MAT-00199,fabric ,2.59,20,175.4,0.7542,2023/03/28,403.3,68.4,74.03,0,
23320,MAT-00701,thread,5.89,25,81.8,0.893,08-Sep-2023,184.9,131.6,157.82,0,
22623,MAT-00156,packaging,4.48,27,56.5,0.807,26-Sep-2023,105.9,71.8,64.12,0,
37906,MAT-01018,packaging,$4.04,4,166.9,0.8626,21-Apr-2023,178.5,55.7,65.59,0,
37064,MAT-02672,DYE-CHEMICALS,4.83,21,128.3,0.99,02-Feb-2023,139.2,67.9,99.0,0,
10525,MAT-02580,Trims,1.1,15,265.6,0.7996,01-26-2024,,187.0,117.18,1,
34553,MAT-02723,zippers,$3.90,8,74.6,0.9358,2024-04-09,159.7,81.1,91.4,0,
18080,MAT-00456,thread,0.91,19,197.3,0.7158,24-Feb-2025,548.7,114.9,102.45,0,
22210,MAT-01870,thread,3.27,3,179.0,0.5523,11-Aug-2023,151.0,139.4,222.39,0,
16980,MAT-00432,TRIMS,6.28,12,123.2,,2024-07-13,,60.8,59.25,0,
17690,MAT-02081,trims,2.87,15,200.3,0.7839,16/02/2024,574.5,71.1,36.01,0,
28476,MAT-02561,packaging,3.96,8,150.3,0.7835,2025-04-30,,132.8,200.32,0,
4866,MAT-02374,buttons,0.84,27,188.2,0.99,16-Aug-2023,0.0,213.8,249.42,1,phone confirmed
36096,MAT-02918,fabric,1.51,30,121.0,0.8039,16/04/2025,,96.1,140.23,1,
29443,MAT-02692,zippers,3.67,12,264.1,0.7749,30/03/2025,515.2,132.5,131.02,0,see email
34423,MAT-01500,buttons,2.09,16,223.1,0.967,23/11/2024,182.4,152.6,295.17,0,
4837,MAT-00042,packaging,,18,138.5,,01-05-2025,219.1,163.1,131.83,0,
24340,MAT-00106,dye_chemicals,,35,141.5,0.8341,25-Aug-2024,196.4,161.9,186.34,1,
10163,MAT-01739,THREAD,3.77,27,212.8,0.739,30-Mar-2025,203.4,89.5,110.65,0,
41722,MAT-01112,buttons,5.51,19,104.6,0.99,22/01/2024,46.7,77.9,87.98,1,
31649,MAT-01961,buttons,1.12,12,202.1,0.834,27/04/2024,290.4,135.4,88.07,0,
42991,MAT-00399,packaging,2.91,3,119.9,0.6965,23-Jun-2024,134.0,55.6,50.42,0,
33193,MAT-02583,dye_chemicals,4.59,35,96.8,0.9398,2024/01/14,94.3,88.2,100.48,0,
27534,MAT-02443,dye_chemicals,,10,84.6,0.99,21-Sep-2024,16.0,104.8,97.81,1,
11880,MAT-00421,fabric,7.74,17,50.4,94.3%,2023/11/21,77.8,106.2,103.62,0,
6207,MAT-00520,dye_chemicals,3.31,19,89.5,0.733,10-01-2024,236.7,155.3,121.52,0,
1144,MAT-00140,thred,2.55,13,119.9,0.8702,2023-04-18,202.6,47.9,57.56,0,
5540,MAT-02689,buttons,0.62,8,77.8,0.8815,05/11/2023,0.0,95.5,119.86,1,
9703,MAT-01009,dye_chemicals,1.04,7,263.4,60.0%,29/06/2023,118.0,188.7,219.14,0,
10016,MAT-00745,trims,9.97,16,86.9,0.836,2025/01/10,0.0,30.6,35.56,1,
147,MAT-00564,THREAD,0.44,8,182.2,0.8002,11/07/2023,161.0,110.2,102.42,0,
41509,MAT-01229,trims,3.84,28,130.4,0.6657,2025-05-01,,99.8,83.31448035716032,0,
14026,MAT-02798,zippers,1.37,22,196.7,0.7515,16/08/2023,334.0,220.4,204.01,0,
31200,MAT-02798,zippers,1.37,22,196.7,0.7515,2024/07/17,146.1,122.1,124.72,0,
11420,MAT-02120,trims,4.87,4,113.7,0.7764,18-Nov-2024,54.4,141.6,154.8,0,
24076,MAT-02219,fabric,1.54,26,166.6,0.8379,2024/08/20,89.8,122.4,86.11,1,
35085,MAT-02459,zippers ,3.38,24,91.5,0.9167,19-Dec-2023,225.5,68.9,69.08,0,customer requested rush
35560,MAT-02964,zipers,1.11,23,158.3,0.8974,15-Dec-2024,277.5,175.0,,0,
32622,MAT-00313,buttons,2.69,11,155.2,99.0%,26/11/2023,189.7,106.0,87.07,0,
16625,MAT-02302,fabric,4.94,21,161.9,0.6568,2025-03-02,130.4,83.8,89.63,0,
11615,MAT-01910,dye_chemicals,1.9,13,123.7,0.9777,24-Dec-2023,201.7,79.6,90.33,0,
26741,MAT-01609,Packaging,1.16,19,49.2,0.9283,2023-12-08,44.9,63.4,74.2,0,
3950,MAT-00337,packaging,3.15,18,140.0,0.6583,2024/12/29,280.7,109.9,70.11,0,
43408,MAT-02670,Buttons,2.77,9,79.3,0.831,2024/02/17,163.8,39.1,35.0,0,
21684,MAT-02812,buttons,4.47,19,163.7,0.7633,06-12-2023,126.8,95.4,119.05,0,
10784,MAT-00033,fabric,8.95,21,55.4,0.7474,2025-01-12,69.7,66.1,65.86,0,
26316,MAT-02507, packaging,3.3,20,236.2,0.9172,03/04/2023,245.0915206916188,163.6,126.02990662919439,0,
25597,MAT-00609,ZIPPERS,1.2,20,75.1,0.6759,10-Jul-2024,140.4,77.2,52.93,0,
13330,MAT-01463,buttons,2.67,26,247.0,0.874,10-Dec-2024,85.5,153.3,137.67,1,
10,MAT-01184,thred,9.76,6,167.2,0.8632,20-Oct-2023,219.0,210.6,210.86,0,
16002,MAT-01493,packaging,$3.31,16,60.8,0.99,08/05/2023,118.9,182.6,181.72,0,
9347,MAT-00146,trims,4.06,47,181.2,0.8337,08-24-2024,152.6,96.8,93.86,1,
33496,MAT-00646,Dye Chemicals,2.17,23,93.9,0.9397,2024-12-28,0.0,126.1,117.72,1,
33012,MAT-00824,fabric,2.61,14,158.4,0.8412,2023-03-08,50.4,72.7,89.44,0,
6130,MAT-01183,thread,3.12,21,156.7,0.7423,2023/03/26,0.0,49.1,56.2,1,
26603,MAT-00886,trims,9.75,16,100.3,0.99,2023-04-29,138.8,65.9,48.49,0,
34525,MAT-02784,fabric,1.82,20,211.9,0.9462,22/10/2024,305.9,135.9,134.79,0,
35763,MAT-01322, packaging,5.35,19,88.3,0.7108,04-Jan-2023,117.7,61.6,60.13,0,
11417,MAT-00610, thread,,15,226.5,0.99,04/05/2024,653.3,178.6,180.42,0,
29212,MAT-00849,buttons,1.96,14,117.2,,06/10/2023,2.6,148.7,171.2,1,
2101,MAT-02075,Trims,4.17,15,284.8,0.7684,18-Aug-2024,811.2,317.7,340.35,1,n/a
32363,MAT-01280,dye_chemicals,0.95,20,190.1,0.9597,2025-01-07,18.1,87.8,121.86,1,
30990,MAT-01525,zippers,4.25,15,182.6,0.8443,2023/01/30,176.8,69.9,70.62,0,
2773,MAT-02775, packaging,,19,50.6,,14-Apr-2023,129.5,45.4,38.28,1,
31695,MAT-01223,Thread,3.02,14,62.1,0.8902,2024/12/28,85.4,58.4,50.74,0,urgent
32815,MAT-01576,fabric,1.64,18,153.8,0.8334,04-25-2025,386.8,84.2,104.8,0,re-check qty
28773,MAT-00003,packaging,$2.05,13,126.2,0.8608,2024/06/15,360.4,76.9,64.84,0,TBC
22052,MAT-01591,thread,1.02,28,194.3,0.7744,01-01-2023,180.7,106.0,121.32,0,
7963,MAT-02865,fabric,$1.88,24,253.3,0.7925,07-05-2024,0.0,124.7,149.35,1,
377,MAT-00153,buttons,4.93,14,177.4,0.9162,22-Mar-2023,162.8,75.2,59.09,0,
15316,MAT-01969,buttons,$2.16,11,181.6,0.9092,04-19-2024,543.9,129.4,116.19,0,
34,MAT-02919,fabric,2.6,18,119.0,0.8782,12-Apr-2023,49.9,96.6,86.97,1,
34868,MAT-01240,Thread,1.77,9,155.0,0.8616,29/04/2025,211.6,87.5,97.46,0,
18113,MAT-00588,trims,,27,150.1,0.8411,2024-12-16,0.0,105.5,81.31,1,
9948,MAT-01925, packaging,1.92,25,216.2,0.8601,06-20-2024,0.0,97.4,109.23,1,
7889,MAT-02422,packaging,1.49,6,103.7,0.6131,2023-03-22,237.2,75.9,,0,
43403,MAT-00278,fabric,1.65,16,107.8,78.0%,16/03/2025,188.5,53.6,55.6,0,
42355,MAT-01339,trims,4.6,39,184.6,0.7633,2023/03/09,93.9,125.2,90.4,1,
24570,MAT-00453,dye_chemicals,0.67,10,225.9,0.8353,2023/04/14,256.4,171.4,163.21,0,
36411,MAT-02131,dye_chemicals,5.69,24,221.5,0.9032,08-Jan-2024,388.7,166.1,138.59,0,
8231,MAT-02947,trims,9.72,19,205.5,0.6877,18-Jul-2024,328.28766854598143,116.8,130.35829758613215,1,
29329,MAT-02135,fabric,5.65,13,84.3,0.9465,01-02-2025,136.3,27.0,20.41,0,
1463,MAT-01001,DYE-CHEMICALS,1.16,11,72.4,0.6849,29-Jan-2025,,47.6,42.53,0,
9952,MAT-01757,packaging,13.77,19,264.0,0.8749,2023-04-18,449.4,117.9,178.99,0,
27599,MAT-00051,fabric,1.49,4,67.1,0.9697,2025-01-09,105.5,22.0,29.33,1,
35823,MAT-02999,Trims,2.03,13,102.7,0.7491,21/02/2023,139.6,32.4,30.73,0,re-check qty
29006,MAT-02350,dye_chemicals,,17,228.6,,05-03-2024,583.0,119.3,108.82,0,
24261,MAT-01657,zippers,$4.30,16,187.5,0.6608,18/09/2024,124.8,167.9,154.5,0,n/a
35028,MAT-02050,thread,,15,238.9,0.5266,18/07/2024,271.9,132.0,,0,
38125,MAT-02829,ZIPPERS,0.8,12,183.9,0.6888,18-Sep-2023,244.2,182.6,129.58,0,
43384,MAT-02631,Buttons,1.68,18,102.4,0.8541,04-15-2025,,64.4,75.49,0,
13913,MAT-02345,Zippers,5.44,3,184.8,0.7077,2023/03/28,152.0,113.1,198.65,1,
30459,MAT-02463,trims,9.58,16,125.5,0.7285,01/02/2025,354.2,28.1,16.92,0,
24821,MAT-01545,thread,2.53,3,172.9,76.3%,01-27-2025,115.8,73.1,87.79,0,
26228,MAT-02928,dye_chemicals,1.5,3,117.9,0.8063,07-Nov-2024,96.3,55.9,82.94,0,
13424,MAT-02950,fabric,$4.60,21,98.9,0.99,2023/01/11,151.8,66.8,83.83,0,
367,MAT-00152,zippers,2.64,10,186.9,79.5%,20/03/2023,338.4,61.5,67.3,0,
8500,MAT-01285,fabric,2.31,24,136.3,0.8916,11/02/2023,88.0,127.5,107.42,0,
26750,MAT-00451,fabric,1.48,17,189.9,0.6581,2025-01-05,409.7,84.4,79.09,0,
29732,MAT-02930,thread,1.24,28,187.6,,09/04/2024,401.1,88.2,75.9,0,
10760,MAT-01883,dye_chemicals,1.06,18,143.9,0.6479,2023-11-24,241.5,66.6,72.5,0,
34033,MAT-02344,buttons,4.94,10,162.5,0.99,29-Jan-2023,224.5,119.0,73.05,0,urgent
25355,MAT-02696,packaging,$2.49,13,255.3,0.8622,2023/06/16,309.6,102.5,105.73,0,
24294,MAT-02538,thread,4.3,13,160.8,0.8677,02-11-2024,179.41029824397663,133.1,142.59592284492234,0,
21153,MAT-01900,trims,3.2,29,128.7,0.7841,18/10/2023,266.1,112.9,97.96,0,
38011,MAT-02616,trims,1.76,26,182.7,0.838,01-05-2025,182.1,80.9,,0,
28809,MAT-00994,trims,0.58,29,170.9,49.2%,2023-08-04,291.1,150.9,218.56,0,
12106,MAT-02325,trims,$1.03,15,124.8,0.9395,2024-03-29,212.6,44.9,41.2,0,
33871,MAT-01428,FABRIC,7.28,3,107.2,0.6987,2024/01/27,0.0,88.1,82.49,1,
3660,MAT-02194,dye_chemicals,0.6,12,140.2,0.9021,03-27-2023,0.0,49.2,60.27,1,
36704,MAT-02361,Thread,$4.41,6,185.3,96.6%,2024/11/22,317.5,111.3,122.65,0,
2162,MAT-01008,zippers,$2.59,17,135.3,0.8451,22-Nov-2023,362.9,160.8,147.94,0,
11978,MAT-02713,buttons,8.41,20,191.4,74.2%,2023/07/03,569.2,70.7,52.57,0,
35063,MAT-00400,fabric,6.41,17,173.7,0.7979,10/12/2023,247.6,187.0,74.19,0,
3395,MAT-01668,trims,1.93,24,182.8,0.777,14/12/2023,30.6,240.7,246.72,1,
20877,MAT-00217,buttons,1.33,8,233.0,0.7882,05-Nov-2023,354.0,201.2,272.29,0,
12033,MAT-02646,ZIPPERS,3.28,13,226.0,0.9615,06/01/2024,445.2,114.2,161.0,0,
44818,MAT-02466,BUTTONS,4.87,27,165.0,0.7878,2023/09/27,280.7,188.7,199.01,0,
24113,MAT-01657,zippers,4.3,16,187.5,0.6608,2025/06/09,0.0,143.6,142.69,1,
16581,MAT-00031,fabric,3.36,37,169.0,0.99,21-Nov-2024,89.1,93.5,97.03,1,
31479,MAT-01787,trims,$3.14,9,35.3,0.9321,2023-10-08,83.7,73.8,91.77,0,
33022,MAT-02011,DYE-CHEMICALS,5.34,19,183.8,0.8655,14-Jun-2024,,69.0,66.24,0,
4160,MAT-00860,thread,8.72,14,75.2,0.8658,2024-03-15,87.7,95.3,144.37,0,
31616,MAT-02833,BUTTONS,1.7,2900,16.3,,09-Oct-2024,20.2,95.5,,1,urgent
31777,MAT-02095,packaging,5.2,14,156.4,0.8928,02-28-2025,405.6,74.7,,0,
3214,MAT-02480,zippers,1.72,-14,195.4,0.9069,07-25-2023,107.2,87.4,101.1,0,
11755,MAT-02929,zippers,$2.31,10,120.1,0.7952,2023/03/25,213.5,91.4,74.59,0,
21964,MAT-00126,thread,3.55,26,116.3,,16-May-2023,113.6,88.3,76.41,0,
12299,MAT-01557,buttons,3.12,13,154.6,0.9819,31/01/2024,192.4,35.2,39.08,0,
24769,MAT-01364,fabric,2.14,17,149.1,0.9112,18-Feb-2023,267.8,91.2,113.57,0,
38228,MAT-02513,fabric,2.35,17,240.2,0.9626,2024/01/11,89.9,141.7,112.04,1,
38363,MAT-02882, thread,1.0,14,217.1,,2024/12/16,48.3,173.2,149.17,1,
27703,MAT-02190,zippers,1.47,22,232.8,0.99,2023/09/27,439.6,248.5,196.46,0,
9632,MAT-00551, buttons,3.59,8,179.6,0.7936,09/12/2024,-420.6,237.1,178.95,0,
4433,MAT-01678,buttons,2.4,8,212.9,0.8045,05-Nov-2023,476.2336433565425,199.6,257.3973160890686,0,
17107,MAT-01661,packaging,,18,139.8,0.8083,2023-03-18,148.8,122.1,115.24,0,
824,MAT-02271,thread,$4.70,23,250.6,0.7634,20-Jul-2024,-409.5,131.3,149.86,0,
2475,MAT-02256,Zippers,0.95,11,119.5,0.99,12/06/2025,69.2,24.4,35.56,0,
38992,MAT-01440,dye_chemicals,1.46,17,327.1,0.9202,2024/01/26,61.5,127.3,222.6,1,
18255,MAT-00722,trims,0.66,30,144.4,0.7186,31/03/2025,213.5,91.4,98.72,0,
10011,MAT-00776,packaging,1.15,16,241.2,0.916,03-Mar-2025,135.1,155.6,185.82,0,see email
38951,MAT-01029,dye_chemicals,1.96,24,86.2,0.7343,05-15-2023,83.8,39.2,54.05,0,
34163,MAT-02925,dye_chemicals,$2.63,8,101.4,0.8109,11/02/2025,43.3,40.7,55.87,0,
27768,MAT-00991,fabric,9.18,9,74.0,0.7379,2024-12-02,209.4,55.2,57.55,0,
41533,MAT-01926,Dye Chemicals,8.8,17,78.2,0.7667,03-18-2023,145.9,47.5,61.82,0,
18489,MAT-01806,fabric,2.41,4,129.8,0.7794,2023/04/18,299.1,67.9,43.15,0,
19915,MAT-00835,fabric,4.3,30,99.5,0.8748,05-02-2025,178.5,63.3,64.16,0,
360,MAT-02538,thread,$4.30,13,160.8,0.8677,03-16-2023,282.9,71.1,115.07,0,
7897,MAT-00736,trims,0.61,30,90.5,0.99,20/03/2024,183.6,61.6,76.66,0,
3983,MAT-00685,dye_chemicals,2.18,23,116.0,0.5341,23/08/2024,41.0,115.9,93.21,1,
18644,MAT-00342,trims,1.85,19,110.1,71.7%,09/07/2023,258.1,63.9,46.92,0,see email
17364,MAT-00303,dye_chemicals,3.25,18,126.8,0.9557,2025-03-28,50.8,87.3,86.11,1,re-check qty
39491,MAT-02296,buttons,$8.62,24,223.7,0.8334,2024/02/05,581.8,102.2,115.96,0,
24967,MAT-01223,thread,3.02,14,62.1,0.8902,06-05-2025,64.4,61.9,55.78,0,
29345,MAT-01361,packaging,1.91,16,208.5,0.9065,20/05/2024,358.5,163.4,136.86,0,
6208,MAT-02878,trims,0.3,11,110.4,0.9362,2024/12/13,113.5,179.0,164.96,0,
23631,MAT-02766,thred,2.98,23,157.4,77.1%,2023-08-05,291.3,80.1,121.96,0,phone confirmed
35113,MAT-01436,dye_chemicals,$1.29,12,191.9,0.9032,03-25-2025,-84.3,98.0,78.31,0,
21591,MAT-01345,zippers,2.74,14,168.8,0.7413,16-Aug-2024,297.6,147.2,164.72,0,
13299,MAT-01628,thread,6.24,11,157.4,0.9359,10-27-2023,185.6,152.7,115.06,0,n/a
40239,MAT-02002,dye_chemicals,3.34,15,134.5,0.9378,09-May-2023,92.9,36.8,27.7,0,
19910,MAT-01435,buttons,2.24,3,165.8,0.8784,17-Oct-2023,0.0,168.3,123.47,1,
3095,MAT-00792,thread,1.41,18,245.7,0.8422,2023-06-07,35.4,132.7,136.56,1,
15899,MAT-02670,Buttons,2.77,9,79.3,0.831,07/02/2024,84.7,49.0,70.53,0,
1006,MAT-02050,thread,0.87,15,238.9,0.5266,2024-04-17,561.1,149.7,101.32,0,
15866,MAT-00294,trims,5.34,3,105.5,0.8006,02-Nov-2024,97.5,103.0,,0,
15398,MAT-00711,packaging,6.49,26,135.1,0.928,04-18-2023,137.3,155.4,101.24,0,
33818,MAT-00751,fabric,12.23,15,139.3,0.81,2024-07-19,349.3,91.4,63.9,0,
32071,MAT-00226,trims,$2.38,18,144.7,0.7992,07/06/2023,314.8,87.6,76.85,0,
1574,MAT-01907,thread,1.02,24,155.1,0.6401,07-Mar-2025,220.5,118.1,94.69,0,
44665,MAT-02895,packaging,2.62,17,175.3,0.9788,11-Jan-2023,0.0,105.7,96.76,0,
19888,MAT-01971,zippers ,$0.64,25,188.0,0.6831,2023/05/08,346.5,144.4,98.93,0,
15816,MAT-01435,buttons,2.24,3,165.8,0.8784,2023-03-20,313.3,74.1,109.41,0,
20036,MAT-02743,dye_chemicals,$3.74,7,259.5,0.7795,18/05/2025,229.5,212.8,205.43,0,
37206,MAT-00747,dye_chemicals,9.97,23,13.9,0.8827,2023/11/06,23.7,30.4,26.65,1,
19769,MAT-01647,packaging,0.97,16,155.3,,27/06/2023,533.7,129.2,152.13,0,
34260,MAT-00458,packaging,1.36,22,20.8,0.8762,2023/10/23,40.0,39.0,,0,
3066,MAT-01340,dye_chemicals,3.57,28,185.4,74.2%,17-May-2023,107.2,130.2,191.38,1,
36580,MAT-01303,fabric,$3.55,20,71.6,0.7324,14/02/2024,182.7,31.1,47.18,0,
21689,MAT-00977,thread,3.85,30,103.1,0.99,30/05/2025,103.1,74.3,104.64,0,
16578,MAT-01152,dye_chemicals,0.44,5,242.2,0.99,10/07/2024,435.9,161.7,,0,
143,MAT-00504,Thread,0.87,17,296.3,85.0%,2023/03/17,124.1,207.2,163.64,0,
40519,MAT-01815,trims,4.01,24,92.1,0.99,06-Oct-2024,0.0,51.9,33.12,1,
36268,MAT-01833, buttons,$4.02,22,166.1,95.5%,08-06-2024,0.0,123.9,131.77,1,
33863,MAT-00506,packageing,17.39,11,142.5,0.95,07-05-2023,244.2,79.6,87.52,0,
13301,MAT-00899,dye chemicals,2.49,3,61.8,0.8216,06-May-2025,92.1,47.5,41.85,0,
14166,MAT-00974,dye_chemicals,2.41,19,193.9,0.8285,01-16-2024,54.7,59.7,28.69,0,
25020,MAT-00692,packaging,6.76,15,119.4,0.99,17/03/2023,133.7,32.7,24.23,0,
41853,MAT-02923, packaging,7.72,31,230.7,0.8998,2025-05-18,113.2,63.7,64.77,0,
42233,MAT-00297,buttons,2.69,19,149.1,0.99,02/06/2025,114.6,142.9,126.09,0,
17850,MAT-02485,THREAD,4.64,35,256.9,0.9058,24-Apr-2025,17.6,154.0,113.31,1,
7768,MAT-01454,buttons,5.31,12,263.7,0.8742,2023-09-17,300.4,291.4,305.04,0,
37359,MAT-02520,Thread,4.45,22,181.2,0.99,12-01-2023,327.0,249.3,225.96,0,
31638,MAT-00400,fabric ,6.41,17,173.7,0.7979,2024-04-11,31.2,106.0,89.57,1,
39265,MAT-00928, buttons,1.15,6,218.7,0.8464,03-15-2023,181.5,144.1,140.46,0,customer requested rush
35177,MAT-00525,trims,2.05,32,159.0,93.4%,2024/04/24,0.0,99.3,62.65,1,
32996,MAT-02579,zippers,4.36,12,159.9,0.9454,18/01/2024,140.8,46.3,60.57,0,
12155,MAT-00592,BUTTONS,1.0,32,161.3,,04/02/2023,369.2,131.4,120.59,0,
31430,MAT-02933,trims,6.56,9,88.4,0.8912,06-29-2023,0.0,78.9,77.21,1,
32539,MAT-01383,buttons,1.93,8,185.3,0.738,02-25-2025,123.0,175.4,,0,TBC
23961,MAT-01451,buttons,4.76,20,96.7,0.8195,2024/05/26,101.1,88.4,100.14,0,
41303,MAT-00542,dye_chemicals,,26,185.7,0.7073,14/05/2023,139.6,152.4,119.49,0,re-check qty
10307,MAT-00457,trims,1.35,14,240.9,0.921,02/04/2024,604.8,140.3,82.26,0,
24378,MAT-02960,zippers,7.64,20,86.6,0.7103,07-Jan-2024,167.2,19.6,,0,
43120,MAT-01176,thread,0.56,15,166.3,0.5824,2023-04-24,190.5,73.8,57.79,0,
15355,MAT-01037,zippers,2.66,3,211.9,0.9357,09/09/2023,159.4,228.4,183.57,0,urgent
43523,MAT-01156,Dye Chemicals,1.36,24,179.5,0.8088,2023/03/07,238.4,116.7,102.96,0,
11287,MAT-00584,fabric,$3.88,25,117.5,0.99,12/04/2024,0.0,114.4,112.53,1,urgent
17410,MAT-00696,fabric,$1.56,19,242.9,0.8201,2025-04-11,377.7,104.3,171.31,0,
1512,MAT-00234,dye_chemicals,1.74,25,197.2,0.6593,07/12/2024,136.8,122.0,132.99,0,
40121,MAT-01378,PACKAGING,0.82,30,266.9,0.7468,11-13-2024,372.9,254.6,191.22,0,
18696,MAT-01346,dye_chemicals,10.05,26,262.1,0.786,14-Jan-2025,947.6,194.7,161.76,1,
42184,MAT-01021,zippers,7.3,19,265.0,0.8,2023-11-20,494.7,240.7,214.64,1,
11715,MAT-02619,dye_chemicals,8.24,23,192.1,0.7809,2024-11-20,352.0,146.7,161.19,0,
946,MAT-01199, thread,1.33,6,171.5,0.8542,02-May-2023,360.5,45.2,44.05,0,
32789,MAT-01190,dye_chemicals,1.79,28,182.7,82.8%,2023/02/19,210.8,127.9,113.66,0,
10331,MAT-01731,Thread,$6.48,16,196.1,0.8147,21-May-2023,433.8,107.7,102.42,0,
18635,MAT-02927,zippers,6.5,26,117.5,0.8063,2023-02-23,170.9,36.3,48.91,0,
22589,MAT-00909,DYE-CHEMICALS,$3.09,11,106.4,,17-May-2025,255.4,63.1,65.55,0,
16911,MAT-02529,packaging,11.28,10,152.0,0.9457,2023/08/20,75.8,68.7,97.18,0,
18653,MAT-02578,buttons,8.92,14,195.9,0.9001,24/07/2024,164.8,65.9,102.97,0,
26054,MAT-02351,zippers,,3,77.7,0.6541,11-16-2023,,87.8,114.64,0,
33404,MAT-02307,Trims,7.89,22,237.4,0.8945,02-19-2024,477.0,97.5,124.64,0,
22521,MAT-00335,trims,4.31,26,187.2,70.7%,2023-01-01,476.8,120.8,64.7,0,
19980,MAT-02655,dyechemicals,8.32,23,218.8,0.9465,2025-02-09,-125.9,88.2,101.54,0,
17146,MAT-00112,thread,2.33,15,39.7,0.8251,09-14-2024,96.7,62.8,33.69,1,
31542,MAT-00733,thread,2.83,24,261.6,0.8131,29-Jan-2025,409.9,159.4,138.18,0,
18729,MAT-01357,fabric,6.52,36,202.4,0.9038,10-17-2023,129.3,140.9,84.84,0,
7210,MAT-02302,fabric,4.94,21,161.9,0.6568,2023-04-21,223.3,97.6,89.31,0,
31857,MAT-02826,zippers,3.71,17,192.4,0.7616,16-Nov-2023,280.9,82.9,96.65,0,
5427,MAT-01802,fabric,1.16,12,182.9,0.8849,25/07/2024,216.6,176.0,169.74,0,
34293,MAT-01532,zippers,$16.32,3,221.7,0.691,2024/01/07,225.2,157.9,205.85,0,
37792,MAT-00838,fabric,1.06,3,190.7,,2023/07/31,191.1,80.5,79.11,0,
29638,MAT-01711,trims,2.03,39,92.4,0.94,19/06/2024,37.4,90.9,130.3,1,
1024,MAT-02448,packageing,1.16,24,193.1,0.9189,05/04/2025,,128.3,90.36,0,urgent
18963,MAT-02560,trims,2.99,30,164.9,0.8615,02-27-2025,52.9,104.9,112.14,1,
4975,MAT-00945,packaging,0.36,25,221.7,0.9613,2023/05/19,182.5,182.2,131.67,0,re-check qty
10140,MAT-00193,packaging,5.53,15,135.5,0.8542,25/05/2023,135.6,60.3,97.38,0,
26696,MAT-02186,trims,2.09,26,357.3,63.1%,11-02-2023,924.5,239.9,249.91,1,
11719,MAT-00212,packaging,,21,235.8,83.5%,2024-10-12,,211.2,185.21,1,
11186,MAT-00980,zippers ,3.21,22,196.1,0.8125,2025/05/25,589.1,89.9,94.66,0,
15015,MAT-01973,trims,5.23,35,88.7,80.9%,2024/05/05,18.4,51.1,47.72,0,
1418,MAT-01548, packaging,7.77,13,162.4,0.8654,2023-04-03,344.6,34.5,43.11,0,
14685,MAT-00892,dye_chemicals,3.01,3,133.2,0.5144,04-07-2024,194.9,62.4,30.89,0,
7003,MAT-02825,thred,$2.25,8,140.0,0.7818,2024/02/15,37.8,59.7,73.62,0,
20488,MAT-02509,buttons,2.97,23,198.8,0.7478,2025-01-23,8.6,159.0,133.26,1,
39206,MAT-02928,dye_chemicals,1.5,3,117.9,0.8063,19-May-2023,269.4,52.1,40.5,0,
44670,MAT-02401,zippers,5.35,19,186.2,0.8585,09-07-2023,171.1,135.1,148.03,1,
21130,MAT-01783,zippers ,2.47,7,174.3,0.99,2024/08/07,94.0,145.0,160.2,0,
13522,MAT-02683,buttons,3.37,23,238.5,0.8839,02-11-2025,0.0,139.8,133.88,1,
31351,MAT-01129,thread,3.45,22,121.9,0.9126,2024/11/06,179.7,139.0,220.06,0,
14538,MAT-01345,Zippers,$2.74,14,168.8,0.7413,05-31-2024,278.8,99.9,100.5,0,
4005,MAT-01961,buttons,1.12,12,202.1,0.834,2024/02/22,408.7,102.4,150.58,0,
44517,MAT-02560,trims,2.99,30,164.9,0.8615,14-Oct-2023,112.0,120.3,143.51,1,
7879,MAT-02898,thread,2.66,17,111.7,0.99,05-25-2024,69.8,68.6,61.39,0,
28142,MAT-01344,fabric,3.39,22,164.0,0.8576,2025-03-02,532.0,89.7,105.64,0,
32303,MAT-02751,trims,$3.17,20,167.3,0.7618,02-Mar-2024,270.7,106.9,95.24,0,
30055,MAT-02680,zippers,,15,124.5,0.7407,16-Jan-2023,352.5,75.8,75.11,0,
18861,MAT-01694,thread,3.99,25,197.9,0.9012,05/11/2023,257.8,152.6,143.58,0,
3706,MAT-00407,thread,2.16,10,134.5,0.8634,07-Aug-2023,,112.4,56.26,0,
7735,MAT-00962,zippers,7.59,14,102.4,0.99,26-Nov-2024,84.8,89.7,68.45,0,
38002,MAT-02057,trims,2.67,14,161.6,0.7794,05-10-2025,291.7,139.2,70.04,0,
17194,MAT-00816,dye_chemicals,$15.64,23,154.7,0.9083,20-Feb-2024,409.3,131.6,146.14,0,
605,MAT-02800,zippers,1.92,10,72.2,0.9886,2024-05-17,95.5,59.1,111.06,0,
2943,MAT-01468,packaging,1.55,13,136.1,0.8656,2023/01/05,231.0,114.6,80.88,0,
35999,MAT-01887,DYE-CHEMICALS,2.32,17,137.7,0.7617,10-16-2024,57.9,95.8,115.08,1,
39761,MAT-00077,packaging,3.71,26,172.3,99.0%,20/10/2024,,168.9,144.67,0,
13203,MAT-00970,Fabric,5.35,18,113.1,0.7794,07-12-2023,126.4,40.8,50.9,0,
